"ICM_PML_Bv6..PML_39_2003_01_13" "ICM_PML_Bv6..PML_40_2003_03_31" "ICM_PML_Bv6..PML_41_2003_04_28" "ICM_PML_Bv6..PML_42_2003_05_26" "ICM_PML_Bv6..PML_43_2003_06_09" "ICM_PML_Bv6..PML_44_2003_07_07" "ICM_PML_Bv6..PML_45_2003_07_21" "ICM_PML_Bv6..PML_46_2003_08_04" "ICM_PML_Bv6..PML_47_2003_08_25" "ICM_PML_Bv6..PML_48_2003_09_29" "ICM_PML_Bv6..PML_49_2003_10_06" "ICM_PML_Bv6..PML_50_2003_12_08" "ICM_PML_Bv6..PML_51_2004_03_01" "ICM_PML_Bv6..PML_52_2004_03_15" "ICM_PML_Bv6..PML_53_2004_05_03" "ICM_PML_Bv6..PML_54_2004_05_31" "ICM_PML_Bv6..PML_55_2004_06_14" "ICM_PML_Bv6..PML_56_2004_06_21" "ICM_PML_Bv6..PML_57_2004_07_26" "ICM_PML_Bv6..PML_58_2004_08_23" "ICM_PML_Bv6..PML_59_2004_10_04" "ICM_PML_Bv6..PML_60_2004_10_25" "ICM_PML_Bv6..PML_61_2004_12_06" "ICM_PML_Bv6..PML_62_2004_12_20" "ICM_PML_Bv6..PML_63_2005_01_24" "ICM_PML_Bv6..PML_64_2005_02_28" "ICM_PML_Bv6..PML_65_2005_04_18" "ICM_PML_Bv6..PML_66_2005_05_04" "ICM_PML_Bv6..PML_67_2005_06_06" "ICM_PML_Bv6..PML_68_2005_06_20" "ICM_PML_Bv6..PML_69_2005_07_25" "ICM_PML_Bv6..PML_70_2005_08_15" "ICM_PML_Bv6..PML_71_2005_09_19" "ICM_PML_Bv6..PML_72_2005_10_17" "ICM_PML_Bv6..PML_73_2005_11_15" "ICM_PML_Bv6..PML_74_2005_12_05" "ICM_PML_Bv6..PML_75_2006_01_03" "ICM_PML_Bv6..PML_76_2006_03_06" "ICM_PML_Bv6..PML_77_2006_03_20" "ICM_PML_Bv6..PML_78_2006_04_11" "ICM_PML_Bv6..PML_79_2006_05_04" "ICM_PML_Bv6..PML_80_2006_06_06" "ICM_PML_Bv6..PML_81_2006_06_27" "ICM_PML_Bv6..PML_82_2006_07_17" "ICM_PML_Bv6..PML_83_2006_08_22" "ICM_PML_Bv6..PML_84_2006_09_12" "ICM_PML_Bv6..PML_85_2006_10_30" "ICM_PML_Bv6..PML_86_2006_12_12" "ICM_PML_Bv6..PML_0001_2007_02_16" "ICM_PML_Bv6..PML_0002_2007_03_07" "ICM_PML_Bv6..PML_0003_2007_03_26" "ICM_PML_Bv6..PML_0004_2007_04_23" "ICM_PML_Bv6..PML_0005_2007_05_08" "ICM_PML_Bv6..PML_0006_2007_06_04" "ICM_PML_Bv6..PML_0007_2007_06_25" "ICM_PML_Bv6..PML_0008_2007_07_30" "ICM_PML_Bv6..PML_0009_2007_08_20" "ICM_PML_Bv6..PML_0010_2007_09_29" "ICM_PML_Bv6..PML_0011_2007_10_25" "ICM_PML_Bv6..PML_0012_2007_12_12" "ICM_PML_Bv6..PML_0017_2008_02_20" "ICM_PML_Bv6..PML_0018_2008_03_05" "ICM_PML_Bv6..PML_0019_2008_03_17" "ICM_PML_Bv6..PML_0020_2008_04_21" "ICM_PML_Bv6..PML_0021_2008_05_06" "ICM_PML_Bv6..PML_0022_2008_06_02" "ICM_PML_Bv6..PML_0023_2008_06_23" "ICM_PML_Bv6..PML_0024_2008_07_21" "ICM_PML_Bv6..PML_0025_2008_08_20" "ICM_PML_Bv6..PML_0026_2008_09_22" "ICM_PML_Bv6..PML_0027_2008_10_27" "ICM_PML_Bv6..PML_0028_2008_12_08"
"Bacteria;Acidobacteria;Holophagae;order_NA;family_NA;genus_NA" 8.32385338919564e-05 0 0.000135438957661782 0 0 0.000630309673883256 0.000108994795498515 0 0.000461555169417897 5.47285464098074e-05 0.000109415175884895 0.0003918714661591 0 0 8.11073861793014e-05 0 0 0.000190657769304099 0.00029935231045556 0 0.000277569600577345 0.000167158856633421 0.00016928589566346 0.000343928233641913 0.00096440469928108 0.000192482195396926 0.000192445153131358 0.000119125617964143 0.00014339384553615 0 0.00239438557864318 0.000626634699215344 0.000111585348843697 0.000194374253741704 5.77700751010976e-05 0.000117987139401805 0.000341666192130289 0 0 0.000192101868876753 0 0 0.000164253059213228 0 0.000190673349313576 0 0.00014107157971955 0.000349416183792913 0.00015236470014627 0.000208955223880597 0.000112466962829669 0 8.31923684867308e-05 0 0 0 0 0 0.000172117039586919 0 0.000277200277200277 0.000288733614367385 0.000277008310249308 0 9.15136355316942e-05 0 0 0 0.0002511861568518 0.00024740227610094 0.000495626822157434 0.000145458776982603
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium" 8.32385338919564e-05 0.000739017380593951 0.00904732237180703 0.00032546786004882 0.000189918063920994 0.00126061934776651 0.000735714869614976 8.20793433652531e-05 0.00225347523892268 0.000328371278458844 0.00021883035176979 0.00019593573307955 0 0 0.000216286363144804 0.000298151460942159 0 0.00168868309955059 0.00092527077777173 0.00408266696700079 0.000777194881616565 0.000390037332144648 5.64286318878199e-05 0 2.92243848266994e-05 0 0 0.000119125617964143 0.0042157790587628 0.000660520950001436 0.00432090271088482 0.000490409764603313 0.000725304767484029 0.000666426012828701 0.000202195262853842 0.000206477493953159 8.54165480325722e-05 0 0 0 0 0.000305004852349924 0.00205316324016535 0.0021736139771633 0.000898888646764001 0.00258426654069525 0.000536072002934289 0.000349416183792913 6.0945880058508e-05 0.000208955223880597 0.00019681718495192 8.32039050366097e-05 0.00144200105377 0.000812795727016749 0.00171363290175171 0.00369767377687022 0.000138041467656884 0.000137110264074369 0 0 0 0 0 0 0.000579586358367397 0.00283145943865629 0.000468023015720067 0.00201652986452328 0.000307005302818867 0.000962119962614767 0.000233236151603499 0.000640018618723454
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter" 0.00235842512693876 0.00528260572054195 0.000135438957661782 0.00021697857336588 0.000298442671875848 0 0 0 0 5.47285464098074e-05 0 0.00019593573307955 0.000605393505778756 0.000164527805199079 0.000540715907862009 0 0 0 0 0 0.00105476448219391 0.00220092494567337 0.00383714696837175 0.00140437362070448 0.00315623356128353 0.00145736519371958 0.000384890306262715 0.00568824825778784 0.000286787691072299 0.000172309813043853 0 0 0.000195274360476469 0 0.00251299826689775 0.024511828210725 0.00145208131655373 0.000770267668014635 0.0002763041556145 0.00145448557863827 0.000271142322605135 0 0 0 0.000190673349313576 0 0.00431679033941822 0.00081530442885013 0.00134080936128718 0.0365970149253731 0.00070291851768543 0.000582427335256268 0.000388231052938077 8.70852564660803e-05 0.000408007833750408 0.00035872954551726 0.000441732696502029 0 0 0.0004963874027908 0.000859320859320859 0.00153028815614714 0.00141274238227147 0 9.15136355316942e-05 0 0.00509319164165955 0.0011360731631117 0.00181412224392967 0 5.83090379008746e-05 0.000640018618723454
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter" 0.00144280125412724 0.00747228684822773 0.00311509602622098 0.000786547328451315 0.00534483694177655 0.0248835297341737 0.0151502765742936 0.00432284541723666 0.00659752389226759 0.00142294220665499 0.00101209037693528 0.00148351340760231 0.00159603742432581 0.00120653723812658 0.0145993295122743 0.00401149238358541 0.00641008229893799 0.00509328612283808 0.00840907853916073 0.0242425948868116 0.00358064784744775 0.00378893408369087 0.0016928589566346 0.00495829870167092 0.00321468233093693 0.00164984738911651 0.00541595645241106 0.0139674787062958 0.014224669477186 0.0139283765543781 0.00803632860877941 0.0168374019180471 0.00225960331408486 0.000916335767639463 0.00144425187752744 0.00539791162763259 0.00150902568190878 0.0624467002283293 0.0150862068965517 0.0194297318806773 0.00490767603915295 0.00501871620684875 0.00377782036190424 0.00833677259595543 0.0170516452386141 0.00491844277100064 0.00231357390740061 0.00081530442885013 0.00688688444661141 0.00223880597014925 0.000815385480515099 0.00296760594630575 0.000831923684867308 0.0263287758715783 0.00242084648025242 0.00667788846270592 0.00386516109439276 0.0059505854608276 0.00519219736087206 0.0115547956538525 0.000443520443520443 0.00280071605936363 0.0054016620498615 0.0108456891817683 0.00664999084863645 0.01168320642164 0.0299810037717149 0.0390809168110426 0.013815238626849 0.00360107757435813 0.00180758017492711 0.000320009309361727
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria" 0 0 0.000270877915323564 0.00122050447518308 0.00078680340767269 0.0114551932036174 0.00621270334341535 0.00153214774281806 0.00038010425716768 0 0.000164122763827343 0.000335889828136371 0 0 8.11073861793014e-05 0.000298151460942159 0.000570388679142787 0.0011167097916383 0.00214989386599902 0.00965761910125014 0.000582896161212424 0.00214520532679556 0.000395000423214739 0 0.000204570693786896 0 8.24764941991532e-05 0.000446721067365537 0.00131922337893258 0.00560006892392522 0.00178890876565295 0.00239755884917175 0.000306859709320166 0.000138838752672646 0 0.000442451772756769 0.00014236091338762 0 0.0002763041556145 0 0 0.000277277138499931 0.00240904486846068 0.00118310634200028 0.000108956199607758 0.000305665934920944 0.00014107157971955 8.73540459482282e-05 0.000578985860555826 0.000208955223880597 0 0.00651763922786776 8.31923684867308e-05 8.70852564660803e-05 0.000272005222500272 0.00267667430116725 0.00596339140277739 0.00367455507719308 0.00358577165806081 0.0194418399426397 0 0 0 0.000192202086765513 0.000671099993899091 0.000879676718805839 0 0.00440228350705785 0.000418643594753 0 0 0.000145458776982603
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;genus_NA" 0.0424516522848978 0.0780073901738059 0.310832407833789 0.102685109845403 0.1992783113571 0.327898054261441 0.213466306983842 0.0232284541723666 0.14500977410947 0.0671245621716287 0.0676732862848077 0.0696411577002743 0.0435332966428178 0.0521827355489744 0.229344652319671 0.251422995609042 0.0855039791400712 0.145471877979028 0.427393457791324 0.132588129293839 0.0564854137174897 0.0625452721903382 0.0699150749090088 0.0568914619815998 0.0546788240107546 0.0729782495119202 0.166052674987629 0.147417952230627 0.347385930195876 0.209873352287413 0.119774322278795 0.215044681778553 0.0529472480263341 0.0621164579457418 0.0411900635470826 0.103150256622028 0.0446159102556802 0.0896536546449891 0.115743810786914 0.0970663300310107 0.217645942355142 0.186995702204353 0.197377426154562 0.28975099738616 0.245587273915886 0.105399171923194 0.0935022430381175 0.044812625571441 0.0690516821062896 0.079910447761194 0.0233650115278637 0.117012425116485 0.147195030642522 0.143313303724346 0.106680448264607 0.21043627031651 0.119626735871456 0.0666355883401431 0.0275674125071715 0.136258342066075 0.0314622314622315 0.0308367500144367 0.062409972299169 0.264222954420648 0.208956134464035 0.2316023861231 0.122979930071855 0.237070067312335 0.0957577449065029 0.0553356424212436 0.01533527696793 0.0248152673532321
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus" 0.00524402763519325 0.00238127822635829 0.000514668039114771 0.00032546786004882 0.000108524607954854 0 0.000108994795498515 0 0.001873370981755 0.00396781961471103 0.00311833251271951 0.0069697139338297 0.00451293340671436 0.0046067785455742 0.000675894884827512 0.000704721634954193 0 0 0 0 0.00358064784744775 0.00679779350309244 0.00431679033941822 0.00550285173827061 0.00780291074872874 0.00819424203261198 0.00076978061252543 0.000446721067365537 0 0 0.000440346773083804 0.000326939843068875 0.00348704215136553 0.00680309888095965 0.00314846909300982 0.00356911096690461 0.00751665622686635 0.00277846551676708 0.00301171529619805 0.000576305606630259 0.000406713483907703 0.000305004852349924 0.000684387746721783 0 0.000599259097842667 0.00322338622280268 0.00516321981773552 0.0068136155839618 0.00289492930277913 0.00501492537313433 0.0034302423663049 0.000138673175061016 0.00144200105377 0.000174170512932161 0.000272005222500272 0.000662269930185711 0.00052455757709616 0.00120657032385444 0.00367183017785427 0.00176493298770062 0.0083991683991684 0.00251198244499625 0.00155124653739612 0 0.00042706363248124 0 0.00294579192247336 0 0.00186994138989673 0.00228159876848645 0.00548104956268222 0.00884389364054227
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;genus_NA" 0.026636330845426 0.00966196797591351 0.00181488203266788 0.00526173040412259 0.00889901785229801 0.0048780487804878 0.00937355241287229 0.000766073871409029 0.0496307558644657 0.0245731173380035 0.0176979046993818 0.0519789509041035 0.0347275729223996 0.03035538005923 0.00143289715583432 0.00634249471458774 0.0273786565988538 0.0116573607517363 0.000217710771240407 0.0353924991553103 0.0270630360562911 0.0308408090488661 0.0430268318144627 0.0432489753804706 0.0538313168507803 0.0398988093601342 0.0024742948259746 0.00163797724700697 0.000286787691072299 0.00183797133913443 0.0077335902022843 0.0130231037489102 0.0167656986637654 0.0351817399272485 0.029000577700751 0.0412660020057814 0.0493422925801492 0.0129019834392451 0.0140638815207781 0.00194846181289278 0.00181665356145441 0.00379869679744905 0.00292917955596923 0.00833677259595543 0.0186315101329266 0.0202851029538444 0.0280450300482465 0.042483184346155 0.0181009263773769 0.015134328358209 0.0163920598324242 0.00110938540048813 0.00318904079199135 0.00577665534558333 0.00628332063975628 0.0108170755263666 0.00817205488528754 0.00896701127046371 0.0226907630522088 0.0059566488334896 0.0250866250866251 0.00742045388924179 0.0071191135734072 0.00126304228445909 0.00658898175828198 0.00123704538582071 0.00864466040800595 0.00238575364253458 0.0134524141780631 0.016411017648029 0.159416909620991 0.0313027288066562
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;family_NA;genus_NA" 0.0157320829055798 0.0231558779252771 0.0120269794403662 0.0221860591266612 0.0237126268381355 0.048314606741573 0.033979127496662 0.000766073871409029 0.0409698088618593 0.0137368651488616 0.0184911647245473 0.0186978670995913 0.0145569620253165 0.0196062301195569 0.038471936844382 0.0162628069604814 0.0170573376429367 0.0323573471333243 0.0047079954280738 0.038179975222435 0.0219279984456102 0.0242658940212849 0.014107157971955 0.0104611504399415 0.0094687006838506 0.0164984738911651 0.0131137625776654 0.0139674787062958 0.00929192119074249 0.0340599063783349 0.0159075271776524 0.0150937227550131 0.0237118866292856 0.0152444950434565 0.0130560369728481 0.0174915934163176 0.0119583167245601 0.0180187615196281 0.017130857648099 0.0095776503197124 0.0104932078848187 0.0181893802855955 0.0366010566946809 0.0562113082955014 0.00803551972107213 0.0280934782004613 0.033518607341365 0.0137145852138718 0.0162725499756216 0.0224776119402985 0.0195130180509475 0.0179443088528955 0.0304206760766479 0.00519608696914279 0.0251876836035252 0.0218549076961285 0.0161784600093868 0.0159047906326268 0.0225186460126219 0.010865368705532 0.0162439362439362 0.0236761563781255 0.0265927977839335 0.0177375068643602 0.0276371179305717 0.0242460895620859 0.0151419210968257 0.00817972677440427 0.00842869104102707 0.0143768211556435 0.0173469387755102 0.0156513644033281
"Bacteria;Proteobacteria;Alphaproteobacteria;order_NA;family_NA;genus_NA" 0.426209039704781 0.381688791569728 0.208169677926159 0.262299972877678 0.140512236149547 0.0376815565908468 0.206926619253931 0.00880984952120383 0.196215247610773 0.289815017513135 0.440943158816128 0.385293623691429 0.391964777105118 0.540391576176374 0.331026278793122 0.199788583509514 0.319634951245349 0.137382541195697 0.00677624775485767 0.200839058452528 0.283925944430566 0.315456622276704 0.356092881528087 0.420853515233155 0.243234554912619 0.4293177881046 0.128278440644416 0.121865507177318 0.0188706300725573 0.0583843083196921 0.140305490573827 0.233653007846556 0.275057884899713 0.232638213978286 0.296793760831889 0.332104300631231 0.356500199305279 0.338862754807296 0.38013925729443 0.131233019566947 0.131341341069928 0.131568002218217 0.232773960415013 0.204154629247489 0.116882763129222 0.174896490399311 0.345230369889682 0.418251172000116 0.240218186250609 0.151582089552239 0.158156666479222 0.0816507654759263 0.0805856742741466 0.213242764666609 0.133989772603634 0.0792516349788902 0.151238231964882 0.203773274467327 0.384366035570855 0.117947162318681 0.32959112959113 0.208407922850378 0.152853185595568 0.0584568918176826 0.191812580074431 0.0437364268631278 0.177215538364122 0.020676531568633 0.163103544515769 0.250700973115619 0.389183673469388 0.392418688543667
"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;genus_NA" 0.000332954135567826 0 0 0.00021697857336588 0 8.22143052891203e-05 0.000108994795498515 0 8.14509122502172e-05 0 0.000109415175884895 0.00019593573307955 0.000165107319757843 0 0.000135178976965502 5.42093565349379e-05 0.000570388679142787 0 0 0.000225250591282802 0.000194298720404141 0.000167158856633421 5.64286318878199e-05 0 0.000379917002747092 0 0.000192445153131358 0.000446721067365537 0.00014339384553615 0.000143591510869877 0 0 0.000111585348843697 5.55355010690584e-05 0.000866551126516464 0.0045425048669695 0.000256249644097717 0.000165057357431708 5.52608311229001e-05 0.000109772496501002 0 0.000166366283099958 0 0 0.000108956199607758 0 0.000395000423214739 0 0.00353486104339347 0.0158507462686567 0.0247708485632346 0.00443754160195252 0.00895704500707135 0.0028157566257366 0.00152322924600152 0.00422197080493391 0.00295408740785732 0.0064716044643102 0.0108146873207114 0.00667365285974298 0.000138600138600139 0.000144366807183692 0 0 9.15136355316942e-05 0 0 0 5.58191459670667e-05 0 0 0.00046546808634433
"Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus" 0.00244166366083072 0.000547420281921445 0.00089389712056776 0.00336316788717114 0.000895328015627544 0.00983831186626473 0.00326984386495545 0.000164158686730506 0.00434404865334492 5.47285464098074e-05 5.47075879424476e-05 0.00125958685551139 0.000963126031920749 0.000850060326861906 0.000811073861793014 0.00176180408738548 0.000869163701550914 0.000953288846520496 0.000108855385620204 0.00301272665840748 0.00213728592444555 0.00103081294923943 0.00121321558558813 0.00106044538706257 0.00108130223858788 0.00118239062886683 0.000467366800461868 0.00184644707844422 0.00160601107000488 0.00318773154131128 0.00401816430438971 0.00095357454228422 0.000418445058163863 0.000860800266570405 0.00181975736568458 0.00182880066072798 0.00250555207562212 0.00044015295315122 0.00190649867374005 0.00068607810313126 0.000271142322605135 0.00252322196034937 0.00462646116783925 0.00338423442014032 0.000299629548921334 0.000778058743435129 0.00129785853341986 0.000990012520746586 0.000731350560702097 0.00173134328358209 0.00070291851768543 0.00163634346571999 0.00615623526801808 0.00676362158553224 0.00269285170275269 0.00311818758795773 0.00151845614422573 0.000137110264074369 0.000401606425702811 0.000717004026253378 0.00188496188496188 0.000692960674481723 0.00155124653739612 0 0.00625343176133244 0.00514061082552162 0.000936046031440134 0 0.000725648897571867 0.00131947880587168 0 0.000785477395706057
"Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;genus_NA" 0.017091645625815 0.00911454769399206 0.0180946447436141 0.0142392188771359 0.0101741819957675 0.0272129350506988 0.0267309735960108 0.00314637482900137 0.0174304952215465 0.00462456217162872 0.00752229334208655 0.0134076023064435 0.0161805173362686 0.00751343643742459 0.0103817454309506 0.00880902043692741 0.0144226851726105 0.0109219664987063 0.00370108311108692 0.0139373803356234 0.00990923474061121 0.01905610965621 0.0100725107919758 0.0109770427904044 0.0189666257525279 0.0136662358731817 0.0108319129048221 0.011674310560486 0.00739912242966532 0.0157376295913386 0.0104031925141049 0.00444093286835222 0.0027617373838815 0.00988531919029239 0.010369728480647 0.0126246239159932 0.0191333067592962 0.0066573134164122 0.0146164898320071 0.00751941601031862 0.00544996068436322 0.011812006100097 0.0206137589312601 0.00715366625395515 0.00675528437568098 0.0140050573818323 0.0150946590299918 0.0101330693299945 0.00746587030716724 0.0144179104477612 0.00385199347691616 0.00593521189261149 0.00615623526801808 0.0129466747946239 0.00696333369600696 0.00899583321835591 0.0105187598354546 0.00660871472838457 0.0109007458405049 0.00887981909436876 0.0182674982674983 0.00672749321476006 0.00725761772853186 0.00922570016474465 0.0149777316820206 0.0068999642631333 0.00927786801750957 0.00139168962481184 0.0067820262349986 0.00549782835779867 0.00291545189504373 0.0121603537557456
"Bacteria;Proteobacteria;Betaproteobacteria;order_NA;family_NA;genus_NA" 0.00102660858466746 0.000355823183248939 0 0.00032546786004882 0.000298442671875848 0.000356261989586188 0 0 8.14509122502172e-05 0 0.000109415175884895 0.00019593573307955 0.00167859108420473 0.000164527805199079 0.00108143181572402 0 0.00013580682836733 0 0 0 0.000194298720404141 0.00206162589847885 0.000648929266709929 0.000171964116820957 0.00099362908410778 0.000192482195396926 0.000467366800461868 0.00131038179760558 0.000286787691072299 0.000143591510869877 0 0 0 5.55355010690584e-05 0.00106874638937031 0.0034511238275028 0.000455554922840385 0.000687738989298781 0.000552608311229001 0.000768407475507012 0.000271142322605135 0.000166366283099958 0 0 0.000408585748529091 0 0.00107214400586858 8.73540459482282e-05 0.000731350560702097 0.0165671641791045 0.00019681718495192 0.00252385178611049 0.000748731316380577 0.000261255769398241 0.000544010445000544 0.000662269930185711 0.00234670495016703 0.00186469959141141 0.000315547905909352 0.00339198058573714 0.000277200277200277 0.00153028815614714 0.000720221606648199 0.000356946732564525 0.00042706363248124 0.00107210600104462 0.00123888445337665 0.000255616461700133 0.000781468043538934 0 0 0.000320009309361727
"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;family_NA;genus_NA" 0.000332954135567826 0 0 0 0 0 0 0 0 0.000383099824868651 0.000164122763827343 0.000531825561215921 0.000165107319757843 0 0 0 0 0.000571973307912297 0 0 0.0023315846448497 0.0015880091380175 0.000536072002934289 0.000343928233641913 0.00181191185925536 0.000192482195396926 0 0.000119125617964143 0.000716969227680748 0.000574366043479509 0.000137608366588689 0.000163469921534438 0.000195274360476469 0.00322105906200539 0.00577700751010976 0.000530942127308123 0.00113888730710096 0.000247586036147561 0.000469717064544651 0 0.000135571161302568 0.000526826563149868 0.000520134687508555 0 0 0.000333453747186484 0.00107214400586858 0.00393093206767027 0 0.000208955223880597 0.000506101332733509 0 0.00113696236931865 0 0.00130562506800131 0.00035872954551726 8.28248805941305e-05 0.000932349795705707 0.00057372346528973 0 0.000138600138600139 0.000144366807183692 0.00240997229916897 0.000192202086765513 0.00323348178878653 0 0.000302838421936514 0.00124968047942287 0.000307005302818867 0.00142943537302765 0.00142857142857143 0.0026764414964799
"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;family_NA;genus_NA" 0.000832385338919564 0 0 0.00021697857336588 0 0 0.000108994795498515 0 0 0.000629378283712785 0.000519722085453252 0.00254716453003415 0.000412768299394606 0 0.000135178976965502 0 0.00013580682836733 0 0 0.000422344858655254 0.00144336192300219 0.00125369142475065 0.00152357306097114 0.00088848127024161 0.00105207785376118 0.000302472021338026 0 0.000208469831437251 0 0.00031590132391373 0 0.000163469921534438 0.000808993779116802 0.00224918779329686 0.00164644714038128 0.00206477493953159 0.00148055349923125 8.25286787158538e-05 5.52608311229001e-05 0 0.000135571161302568 0.000110910855399972 0.000520134687508555 0 0.000108956199607758 0.000444604996248645 0.000761786530485568 0.00198002504149317 0.000213310580204778 0.000626865671641791 0.00132148681324861 0.000305080985134236 0 8.70852564660803e-05 0 0.000220756643395237 0 0.000603285161927222 0.00172117039586919 0.000717004026253378 0.000582120582120582 0 0.000138504155124654 0 0 0 0 0 0.000111638291934133 0.00024740227610094 0.00297376093294461 0.00221097341013557
"Bacteria;Proteobacteria;Deltaproteobacteria;order_NA;family_NA;genus_NA" 0.0158985599733637 0.00254550431093472 0.000514668039114771 0.00021697857336588 0.000189918063920994 8.22143052891203e-05 0.000408730483119431 8.20793433652531e-05 0.00358384013900956 0.00385836252189142 0.00325510148257563 0.0093209427307843 0.00379746835443038 0.00751343643742459 0.000270357953931005 5.42093565349379e-05 0.00013580682836733 0.000190657769304099 0 0.000225250591282802 0.00513503761068088 0.00593413941048643 0.0102700110035832 0.00584677997191253 0.0155473727278041 0.0049770396238348 0.000852257106724584 0.000655190898802788 0 0.000402056230435657 0.00104582358607403 0.00269725370531822 0.003682316511842 0.013745036514592 0.00658578856152513 0.00940947436729397 0.014179146973407 0.00330114714863415 0.00273541114058355 0.000878179972008013 0.000271142322605135 0.000887286843199778 0.000520134687508555 0.000990507635163021 0.00228808019176291 0.00808625336927224 0.00778715120051914 0.0107445476516321 0.00518039980497318 0.00438805970149254 0.00790080413878423 0.000526958065231862 0.00296719447602673 0.000174170512932161 0.00068001305625068 0.000579486188912498 0.00060738245769029 0.00307126991526586 0.00602409638554217 0.00162704759803651 0.0137768537768538 0.00589016573309465 0.00227146814404432 0.00071389346512905 0.00414861814410347 0 0.000302838421936514 0.00011360731631117 0.00145129779514373 0.00382099070867008 0.00918367346938776 0.0110548670506778
"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum" 0.0288282789045809 0.00618584918571233 0.000379229081452989 0.00200705180363439 0.00108524607954854 0.000356261989586188 0.00841984795226028 0 0.0291051259774109 0.00186077057793345 0.00262596422123749 0.0115881990707048 0.0274628508530545 0.0083634967642865 0.00116253920190332 0.000352360817477097 0.00013580682836733 0.00130736756094239 0.000108855385620204 0.00106994030859331 0.0131012851472507 0.0116175405360227 0.0232768106537257 0.014015075520908 0.0135601145595885 0.0100365716171254 0.00255677132017375 0.00381201977485258 0.00100375691875305 0.00218259096522214 0.00327507912481079 0.00381429816913688 0.0044913102909588 0.00899675117318746 0.00696129404968226 0.00336263347295145 0.0113319287056546 0.00899562598002806 0.00552608311229001 0.00225033617827053 0 0.000221821710799945 0.000164253059213228 0.00118310634200028 0.000789932447156243 0.00800288993247562 0.0154896594532066 0.00646419940016888 0.00496708922476841 0.00358208955223881 0.00545464769723894 0.00452074550698913 0.00130334710629212 0.000319312607042294 0.0031008595365031 0.00182124230801071 0.00104911515419232 0.000795239531631338 0.00358577165806081 0.00212343500082731 0.012030492030492 0.00701622682912745 0.00512465373961219 0.00126304228445909 0.000244036361417851 0.000522308051790967 0.000770861437656581 0.00011360731631117 0.000418643594753 0.0146242234317445 0.000379008746355685 0.00741839762611276
"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas" 0 0.000191597098672506 0 0 0 0 0 8.20793433652531e-05 0 0 0 0 0.000110071546505228 0 0 0 0 0 0 0 0 0 0 0 0.00210415570752236 0.000494954216734952 0.000467366800461868 0.000655190898802788 0.00275316183429407 0.000402056230435657 0.000302738406495115 0.000163469921534438 0.000111585348843697 0.00211034904062422 0.000317735413056037 0.000855406760663088 0.00091110984568077 0.00044015295315122 0.00019341290893015 0.000768407475507012 0 0.000110910855399972 0 0 0 0.000527968433045266 0.00014107157971955 0.000524124275689369 0.000213310580204778 0.00194029850746269 0.00132148681324861 0.000221877080097626 0.000388231052938077 0.000261255769398241 0.000136002611250136 0.000137972902122023 0 5.48441056297474e-05 0.000975329890992542 0.000220616623462578 0.000859320859320859 0.00447537102269446 0.00326869806094183 0.00126304228445909 0.00317247269843207 0.000522308051790967 0.00123888445337665 0.00011360731631117 0.00181412224392967 0 0.00192419825072886 0.00125094548205039
